Stroma; POLYGON; 128, 128, 128; 598,292;598,291;598,290;598,289;598,288;598,287;599,287;600,286;601,286;604,286;606,286;610,286;613,286;615,286;617,286;618,286;619,286;621,286;622,286;623,286;624,286;625,286;626,286;627,286;628,286;628,285;630,283;631,282;632,282;632,281;633,281;633,280;634,279;635,277;636,277;636,276;636,275;637,274;638,273;639,271;640,270;641,270;644,270;645,270;646,270;647,270;649,272;649,273;651,275;651,277;652,279;653,279;653,280;654,280;655,280;656,280;657,280;658,280;659,280;660,280;661,280;662,280;663,280;664,280;665,280;666,280;667,280;668,280;670,280;671,279;672,279;673,279;675,279;676,279;678,279;679,278;680,278;681,278;683,278;684,276;685,275;686,275;690,272;692,272;693,270;694,270;694,268;695,266;695,263;695,262;695,260;695,257;695,255;695,253;696,251;696,250;696,249;696,247;696,245;697,244;697,243;698,243;700,241;701,241;703,241;705,240;708,240;710,239;713,239;715,239;718,239;723,239;730,239;737,239;744,239;750,239;756,239;763,239;768,239;769,239;770,239;772,240;776,245;781,250;783,251;786,253;789,254;792,256;795,258;796,258;797,258;798,260;800,262;800,263;801,265;802,265;804,266;805,268;807,270;808,271;810,273;812,276;814,278;815,279;816,280;816,281;817,282;819,284;820,285;821,286;822,287;822,288;822,289;823,290;824,291;825,292;826,295;826,298;829,300;829,301;829,303;831,306;831,308;832,311;832,314;833,317;834,321;835,324;835,325;835,328;835,329;835,331;835,334;835,335;835,337;835,338;835,340;835,341;835,343;835,345;835,346;835,349;835,350;833,352;833,354;832,355;832,356;832,357;831,358;830,359;829,360;828,361;828,362;828,363;828,364;827,365;827,366;825,367;824,367;823,367;822,368;821,368;820,368;819,368;818,368;817,367;816,365;815,365;815,364;815,362;814,361;812,359;812,358;811,358;811,357;811,356;809,353;809,352;808,352;807,351;806,350;806,349;806,348;805,346;804,346;803,345;802,345;802,344;802,343;802,342;801,341;800,340;800,339;799,338;798,337;798,336;798,335;797,334;797,333;795,332;794,332;793,332;792,332;791,332;789,332;788,332;787,332;786,332;785,332;784,333;783,333;782,333;781,333;780,333;780,334;779,335;779,336;778,337;777,338;776,338;775,338;774,338;773,338;772,339;771,339;771,340;770,341;769,342;769,343;768,343;767,344;766,344;765,345;765,346;765,347;765,348;764,349;763,349;762,350;761,351;761,352;760,352;760,354;759,355;759,356;759,357;758,358;758,360;758,361;758,363;758,364;758,367;758,369;758,372;757,373;757,374;757,375;757,376;756,379;755,379;753,381;749,381;745,383;741,383;738,384;735,384;730,384;722,384;712,384;703,384;694,384;684,384;675,384;666,384;658,384;648,384;639,383;629,381;620,379;610,377;602,375;594,372;587,370;580,369;573,367;566,365;560,364;554,362;548,360;543,358;542,358;541,357;540,356;539,354;538,352;537,350;534,348;533,347;532,345;531,345;531,344;
Stroma; POLYGON; 128, 128, 128; 665,281;666,280;667,280;667,279;668,279;670,278;671,277;672,277;672,276;673,275;674,275;674,274;674,273;674,272;674,271;674,269;674,268;674,267;674,265;674,264;674,262;674,261;674,259;674,258;674,257;673,256;673,255;673,254;673,253;673,252;673,251;673,250;673,249;673,248;673,247;672,246;672,245;672,244;671,244;671,243;671,240;670,239;669,238;669,237;668,235;667,235;666,234;665,234;664,233;663,233;663,232;661,230;661,229;660,229;659,229;658,228;657,228;656,228;655,227;654,227;653,226;652,226;651,224;651,223;650,223;649,222;648,222;648,221;647,220;645,219;643,218;643,217;641,217;639,216;638,215;637,215;636,215;635,214;634,213;634,212;632,212;630,212;630,211;628,210;626,210;625,209;624,208;623,208;621,206;619,206;618,205;616,204;615,204;615,203;614,203;613,203;613,201;612,201;611,201;610,201;609,200;607,200;606,199;605,199;604,199;602,198;601,198;598,198;597,197;596,197;595,196;595,195;594,195;594,194;592,194;591,194;589,193;587,192;586,192;585,191;585,189;584,189;583,188;580,186;578,185;575,183;574,183;574,182;573,182;573,181;572,181;571,180;568,178;566,177;566,176;565,176;564,176;563,176;563,175;562,175;562,174;562,173;562,172;562,171;562,169;562,168;562,167;562,166;562,164;562,163;562,162;564,162;565,162;566,161;569,161;570,161;573,161;574,161;576,161;577,159;578,158;579,158;580,158;581,158;583,158;584,158;585,158;586,158;587,158;588,158;589,158;590,158;592,158;594,158;597,158;598,158;599,158;600,158;601,158;602,158;603,158;605,158;606,158;610,158;612,158;614,158;617,158;618,158;619,158;622,158;623,158;625,158;627,159;630,160;633,160;636,161;640,161;642,161;646,161;648,161;648,162;649,162;650,162;653,162;654,162;657,162;660,162;661,162;663,162;664,162;665,163;666,163;667,163;669,166;672,166;674,167;676,168;677,168;680,169;681,169;682,170;683,171;684,173;686,174;688,175;692,176;694,177;695,177;698,179;699,179;700,179;701,179;703,181;706,183;707,183;708,183;709,184;710,184;712,184;713,184;714,185;716,185;718,186;719,187;721,188;722,189;724,190;725,190;725,191;727,192;728,192;729,192;731,193;734,196;734,197;736,198;737,198;739,199;740,201;741,202;744,204;746,204;749,205;750,206;751,207;753,209;754,210;755,210;756,211;757,212;758,213;759,215;760,216;761,217;763,217;763,218;764,218;764,219;766,220;767,221;769,222;769,223;770,223;773,225;774,226;775,226;776,227;779,228;779,229;781,229;782,229;784,230;787,233;790,235;793,236;794,236;798,240;800,241;801,242;803,243;804,244;807,246;808,248;811,249;815,252;816,254;817,255;819,257;819,260;821,263;823,264;825,267;826,269;827,269;828,271;829,274;830,276;833,281;834,282;837,285;839,287;840,289;841,290;841,291;843,293;844,295;845,295;845,296;846,296;848,298;849,300;850,301;851,302;852,303;852,304;855,306;856,308;858,308;860,311;861,311;863,311;864,313;865,314;867,316;868,317;869,319;871,320;873,320;874,321;876,323;877,326;879,327;882,328;883,330;887,333;889,333;891,335;892,336;895,339;895,340;897,341;901,344;903,346;905,348;908,350;909,351;911,353;913,354;913,355;914,355;915,357;916,357;917,359;918,361;919,361;920,362;922,365;923,365;924,367;926,368;926,369;926,371;928,373;928,374;929,375;930,378;932,382;933,384;934,385;935,387;937,390;938,392;940,395;941,397;942,398;944,401;946,404;947,406;948,408;951,413;953,415;954,417;954,419;955,420;955,421;957,423;958,425;958,428;959,430;960,431;960,434;961,435;962,436;963,438;964,440;965,442;965,443;966,446;968,450;970,454;971,458;972,462;972,463;973,465;974,469;974,472;974,474;975,477;976,480;976,481;976,484;976,486;976,488;976,490;976,494;976,497;976,500;976,504;975,508;973,511;973,516;971,517;970,519;969,519;968,522;967,523;966,524;964,526;963,528;962,528;961,528;960,528;957,528;955,528;951,528;949,528;947,528;943,528;940,528;937,528;933,528;929,528;926,528;923,527;921,525;920,524;919,523;918,520;917,518;915,514;915,511;913,508;911,503;910,499;910,496;909,494;909,492;907,490;906,487;905,484;904,481;904,477;903,473;902,467;901,462;901,458;900,453;899,449;898,445;896,440;895,436;892,431;890,426;888,421;886,416;885,413;884,410;883,409;880,406;875,401;873,397;870,394;868,390;866,388;865,387;865,386;863,384;862,383;861,382;860,379;857,376;857,375;852,370;851,369;850,368;850,366;849,366;848,364;847,362;846,362;844,360;843,358;841,357;840,356;840,355;840,354;839,353;837,351;836,350;836,349;834,348;833,347;832,345;831,344;829,343;829,342;827,340;825,337;823,334;820,331;818,329;816,328;814,326;811,324;810,323;809,322;806,318;805,316;803,314;802,311;799,309;794,304;792,304;791,303;790,303;789,303;788,303;786,303;785,303;784,303;782,303;779,303;776,303;773,304;770,304;766,306;766,307;764,308;763,308;760,311;759,312;757,313;755,314;752,314;750,314;746,316;744,318;742,319;739,321;737,322;734,325;729,325;726,326;722,327;715,328;707,328;698,328;688,328;679,328;671,328;670,328;668,328;667,328;665,328;664,328;
Stroma; POLYGON; 128, 128, 128; 336,150;337,150;339,150;341,150;342,150;343,150;344,150;346,150;348,150;349,150;350,150;352,150;353,150;354,150;355,150;357,150;360,150;362,150;364,150;365,150;366,150;367,150;368,150;370,150;371,151;375,151;378,151;381,151;382,151;383,151;384,151;386,151;388,151;389,152;391,152;392,152;395,153;396,153;397,153;398,153;400,153;401,153;403,154;405,155;407,155;410,155;412,155;413,155;414,155;415,155;416,155;418,156;420,157;421,157;422,157;423,157;424,157;426,157;429,157;430,157;431,157;432,157;433,157;435,157;436,157;438,157;439,157;441,157;444,157;447,157;448,157;449,157;450,157;451,157;452,157;453,157;455,157;456,157;458,157;459,157;459,158;460,158;461,158;463,159;464,159;465,159;466,159;467,159;468,160;468,161;470,161;471,161;472,161;473,161;474,161;475,161;477,161;478,161;480,161;483,162;484,162;485,162;485,163;486,163;486,164;486,166;488,167;490,168;491,169;491,170;492,170;492,171;493,172;493,173;494,173;494,174;495,174;495,175;496,177;497,178;497,179;497,180;498,180;499,181;500,182;500,183;501,183;502,184;502,185;504,187;505,188;506,188;507,189;507,190;509,191;511,192;512,192;512,193;513,193;514,193;514,194;515,194;516,194;517,194;518,195;518,196;520,196;521,197;523,197;523,198;524,198;525,199;526,199;527,199;529,200;529,201;531,202;532,203;533,203;534,203;534,204;535,204;536,204;537,205;538,205;539,205;540,205;542,205;543,205;545,206;546,206;547,207;548,207;549,207;550,208;551,209;552,209;553,209;554,209;555,209;556,209;557,210;558,212;559,212;560,213;560,214;561,215;562,215;562,216;563,216;564,217;565,218;565,219;566,220;566,221;567,221;568,221;568,222;569,222;570,222;570,223;572,223;573,224;573,226;576,227;579,227;581,228;582,228;582,229;583,229;584,229;585,230;586,230;588,232;590,232;591,232;592,233;593,234;594,234;595,234;596,234;597,235;598,236;599,236;600,236;601,237;602,238;603,239;604,239;605,240;606,240;607,241;608,241;608,242;610,244;612,245;613,246;614,246;614,247;615,247;616,247;616,249;617,249;619,249;621,250;622,250;623,250;624,250;625,251;625,252;625,253;625,255;625,256;625,257;625,258;624,258;624,259;622,261;621,261;620,263;620,264;619,264;618,265;617,265;616,265;615,265;614,265;613,265;612,265;611,265;609,265;608,265;607,265;606,264;605,264;603,263;603,262;602,262;602,261;601,261;599,261;599,260;598,259;597,258;596,257;596,256;595,255;594,254;592,253;592,252;591,252;591,251;588,249;587,248;584,247;583,247;582,246;581,245;579,244;578,243;576,243;575,243;574,242;573,242;572,241;571,241;570,241;570,240;568,240;567,240;566,240;564,240;563,240;562,240;561,240;560,240;559,240;558,240;557,240;556,240;555,240;554,240;552,240;551,240;550,241;549,242;548,243;547,244;547,245;546,246;546,248;546,251;546,254;546,256;546,259;545,261;545,264;545,265;545,268;545,269;545,272;545,275;545,276;545,278;544,279;540,280;538,281;537,282;533,282;530,282;526,282;523,282;518,282;507,282;494,282;479,281;462,279;445,278;431,277;417,276;406,274;397,272;389,270;380,268;373,264;367,260;361,258;355,254;350,250;346,246;341,242;335,238;330,235;325,232;322,230;321,230;320,228;319,226;318,226;316,224;315,224;313,223;310,221;308,219;307,218;306,217;305,217;305,216;304,216;
Stroma; POLYGON; 128, 128, 128; 184,183;184,184;184,185;184,186;184,187;183,187;182,187;181,186;178,185;177,184;176,184;175,184;174,184;173,183;173,182;171,181;170,181;169,181;168,181;167,181;166,181;165,181;164,181;163,181;161,182;161,183;160,184;158,185;158,186;157,187;156,188;156,189;155,191;155,192;155,193;153,195;152,196;151,198;151,200;151,201;151,202;151,203;151,204;152,205;153,206;153,207;154,208;155,208;156,208;157,208;158,208;159,208;160,208;162,208;163,208;166,208;167,208;168,206;169,206;171,206;172,205;173,205;175,205;177,205;178,205;180,205;181,205;184,205;187,209;190,212;195,216;197,218;200,220;202,222;203,223;203,224;205,226;205,227;205,229;205,233;205,235;205,237;204,241;202,244;200,246;196,248;193,250;190,252;184,255;178,258;171,261;163,265;155,268;146,273;139,276;131,278;123,279;115,280;107,280;100,280;93,280;88,280;86,280;83,280;80,280;78,280;75,280;71,279;67,278;64,276;62,276;61,274;60,271;58,270;56,268;55,265;53,263;52,261;50,261;50,260;49,258;49,256;49,255;49,252;49,249;49,247;49,245;49,243;49,242;49,238;49,235;49,234;49,231;51,228;52,227;53,223;54,220;55,218;55,215;58,213;61,209;64,207;66,203;66,202;69,201;72,196;77,194;79,192;81,191;85,189;86,187;89,186;91,185;94,184;95,183;96,182;101,180;103,179;104,179;106,177;111,175;112,175;116,173;117,172;118,172;120,171;121,171;123,170;123,168;126,167;130,165;132,163;133,163;134,162;136,160;137,159;139,159;140,158;141,157;144,157;145,154;147,154;148,153;148,152;150,152;151,152;152,151;154,151;155,151;157,151;160,151;163,151;164,151;165,151;167,151;168,151;169,151;172,151;175,151;176,151;178,152;180,153;184,154;186,156;190,158;193,159;194,160;198,162;202,164;203,164;205,164;209,166;212,168;217,170;219,170;221,171;223,171;224,172;
Stroma; POLYGON; 128, 128, 128; 168,209;168,208;168,207;168,205;168,204;168,202;169,201;170,200;170,199;170,198;171,198;171,197;171,196;171,195;171,194;172,191;173,190;174,189;175,188;176,188;176,186;178,185;178,184;178,183;178,179;178,177;179,176;180,175;180,174;181,174;183,174;184,174;187,174;191,174;194,174;197,174;200,174;202,174;203,174;204,174;206,175;208,177;209,180;212,182;214,185;217,188;220,192;221,197;222,200;223,204;224,210;225,217;225,225;225,234;225,244;225,253;225,261;224,268;222,274;220,279;218,284;216,286;214,288;211,289;208,290;204,290;200,290;
Stroma; POLYGON; 128, 128, 128; 30,498;29,498;26,498;25,498;24,499;23,499;22,499;19,499;17,499;16,499;15,499;14,499;13,499;13,498;13,497;13,494;13,493;13,490;12,487;12,486;11,484;11,482;11,481;11,480;11,478;11,476;11,475;11,473;11,472;11,470;11,469;12,468;12,467;12,466;12,464;12,463;12,462;12,461;12,459;12,458;13,457;13,456;13,455;13,454;13,452;13,451;13,449;13,447;13,446;13,445;13,443;13,442;13,439;13,438;13,436;13,434;13,433;13,431;13,429;13,427;13,426;13,424;13,421;13,418;13,416;13,415;13,413;13,410;13,409;13,407;13,404;13,403;13,401;13,397;13,394;13,392;13,389;13,387;13,384;14,383;14,380;16,377;16,376;16,375;18,371;18,369;18,368;18,367;18,363;18,361;18,360;19,357;19,356;19,354;19,350;19,348;19,345;19,343;19,341;19,338;19,335;19,334;19,331;19,330;19,327;19,324;19,321;19,320;19,318;19,317;19,315;19,314;18,311;18,310;16,308;15,305;14,302;13,299;12,298;11,295;11,292;11,290;10,287;10,286;8,284;7,280;6,280;6,278;6,275;5,274;5,272;5,270;3,267;3,266;3,264;3,262;3,259;3,257;3,255;3,253;3,251;3,248;3,246;3,244;3,242;3,241;3,239;3,238;3,236;3,233;3,232;4,230;4,229;5,227;5,226;5,225;6,224;7,223;7,222;7,220;8,218;9,216;9,214;11,213;13,209;14,207;16,205;18,200;19,200;19,199;19,197;20,196;22,193;22,191;22,190;23,189;24,187;24,185;26,183;26,182;28,180;30,179;30,178;31,178;32,177;33,175;34,175;36,174;37,174;39,173;40,172;40,171;41,171;42,170;43,170;44,168;47,167;48,167;52,165;55,163;58,163;60,162;61,161;62,161;65,160;67,159;68,158;70,158;71,158;73,158;74,158;76,158;78,158;82,158;85,158;88,158;91,158;92,158;92,159;95,162;96,163;97,166;97,169;99,172;100,173;101,177;102,180;103,183;105,187;106,190;106,193;106,197;106,203;106,209;106,216;106,224;108,232;108,242;108,251;108,262;108,272;108,282;108,291;108,300;108,308;108,315;108,322;108,328;108,335;108,342;108,350;108,357;108,362;108,367;108,373;108,377;108,381;108,385;108,389;108,394;108,398;108,402;108,407;108,413;108,417;108,422;108,428;107,435;106,441;105,448;103,455;102,462;101,468;100,473;100,474;100,476;100,477;100,478;100,482;100,483;100,485;100,488;100,489;100,490;100,491;100,492;100,495;100,496;101,497;102,499;102,500;102,501;103,502;103,503;104,503;105,504;
Stroma; POLYGON; 128, 128, 128; 41,571;40,571;39,571;37,571;36,572;34,572;30,573;26,573;22,573;21,574;19,575;18,576;17,578;16,578;16,579;15,579;15,580;14,581;13,581;12,582;12,584;12,585;12,587;12,591;12,592;11,593;11,594;10,596;10,597;10,598;10,599;10,602;10,604;10,605;10,606;10,607;10,608;10,609;10,611;10,612;10,613;10,615;10,617;10,618;10,619;10,621;10,623;10,624;10,627;11,630;14,635;15,639;15,643;15,644;15,647;15,650;15,653;16,657;16,660;16,664;17,667;17,671;17,675;17,678;17,679;17,681;17,682;17,683;17,684;17,685;17,687;17,689;17,692;17,696;17,698;17,700;17,702;17,704;17,706;17,709;18,711;19,714;19,717;20,720;20,721;20,722;20,723;20,724;20,725;20,726;20,728;21,729;21,731;21,732;21,734;22,737;22,738;22,740;22,741;23,743;24,746;25,746;25,748;26,748;27,750;27,751;27,752;27,753;28,754;28,756;29,757;29,758;29,759;29,760;30,762;30,763;30,764;31,764;31,766;31,767;31,770;31,771;32,771;32,772;33,772;33,773;34,773;35,774;37,775;39,776;41,777;42,778;45,779;48,779;51,779;52,779;55,779;56,779;58,779;60,779;63,779;65,779;67,779;69,779;70,779;72,779;73,779;74,779;75,779;77,779;78,779;80,778;81,778;82,777;84,777;85,777;86,777;87,777;88,777;89,777;90,777;92,776;93,776;95,776;96,776;98,775;100,775;102,775;104,775;107,775;108,775;110,775;111,775;112,774;114,773;115,772;116,772;119,771;121,771;123,771;125,771;128,771;132,771;135,771;139,771;141,771;142,771;145,771;147,771;149,771;151,771;155,773;159,774;161,774;164,775;166,776;168,776;170,778;173,779;174,779;177,781;180,782;183,783;184,783;186,783;188,785;189,786;189,788;192,789;194,790;195,791;196,791;197,791;197,792;198,792;199,792;199,794;200,794;200,795;202,795;204,795;206,796;207,796;209,797;211,798;213,798;216,798;218,800;219,800;221,800;223,800;225,800;228,800;230,800;232,800;234,800;235,800;237,801;241,802;242,802;244,803;246,803;248,803;249,803;251,803;254,804;255,804;256,805;257,805;258,805;259,806;260,807;262,807;264,808;265,809;266,809;267,809;267,810;268,810;268,812;272,813;273,814;273,815;275,815;276,816;277,816;279,818;280,818;281,819;283,819;284,819;286,820;287,820;289,820;291,820;292,819;293,819;295,817;298,816;300,815;302,813;303,813;304,812;305,811;305,810;305,809;307,808;309,805;312,804;313,804;314,803;314,802;315,801;316,800;317,799;320,797;321,796;322,796;323,796;323,794;323,792;324,791;325,790;325,787;327,787;328,787;328,786;329,786;329,785;330,784;331,783;332,782;332,781;334,781;336,781;338,780;339,778;340,778;340,777;343,775;344,775;346,774;348,774;349,774;351,772;353,772;356,772;357,772;359,772;362,772;364,771;366,771;369,769;371,767;372,766;373,766;375,766;378,766;380,766;382,766;383,766;385,766;388,766;390,765;391,765;392,765;393,765;394,765;397,765;397,766;400,767;401,769;402,770;402,771;403,773;404,776;405,778;406,780;407,780;407,782;408,783;408,784;409,785;410,786;412,788;412,789;412,791;412,794;413,796;413,798;414,801;414,802;415,805;416,807;417,808;418,809;419,810;420,812;421,812;422,813;423,814;423,815;425,816;427,817;431,820;432,821;436,823;441,824;445,825;449,825;454,828;456,828;459,830;464,831;467,832;471,833;474,833;478,836;482,837;484,837;487,839;488,839;491,839;492,839;495,841;496,842;499,843;504,844;508,845;511,845;516,846;518,847;520,847;523,848;526,848;529,848;532,849;535,850;538,851;541,852;544,852;547,852;549,852;550,852;552,852;554,852;556,852;559,852;562,852;565,852;567,852;569,853;572,853;576,854;581,856;584,856;588,857;593,857;599,858;602,858;606,858;612,859;618,860;625,861;634,863;642,864;650,866;660,868;669,871;679,873;687,874;695,875;702,876;708,877;714,877;720,877;725,877;732,877;737,877;743,877;748,877;749,877;750,877;751,877;752,877;754,876;756,873;757,873;761,870;762,869;764,867;766,864;768,862;770,860;772,858;776,855;777,853;779,851;779,849;780,847;783,844;784,842;786,840;788,839;790,837;792,836;792,835;793,835;796,834;797,832;798,832;799,830;801,828;803,826;806,822;808,821;811,820;814,818;818,816;823,814;826,813;828,812;832,809;835,809;837,808;839,808;840,807;842,807;845,804;849,801;851,801;853,799;855,799;857,798;860,797;862,795;863,795;865,793;868,793;870,791;873,789;876,788;881,785;882,784;884,783;885,782;885,780;888,776;891,774;892,771;895,768;897,765;898,763;899,762;901,760;904,756;906,755;908,754;909,753;912,750;913,748;913,747;914,745;914,743;915,738;917,734;918,729;920,725;921,722;921,720;921,718;921,717;921,716;921,714;921,710;921,708;921,706;921,703;921,699;921,696;921,692;921,688;921,684;921,680;921,676;921,672;921,669;920,664;917,661;914,656;913,653;909,647;902,640;895,630;884,619;871,608;857,598;843,589;830,581;819,574;806,570;793,566;779,563;760,560;731,556;690,552;640,548;586,544;531,540;479,538;432,540;391,544;360,547;334,552;313,555;300,557;289,558;288,558;287,558;287,559;287,561;286,563;286,564;
Stroma; POLYGON; 128, 128, 128; 326,775;326,774;326,773;327,772;328,772;328,771;329,771;330,771;331,771;332,771;333,771;334,771;334,769;336,769;338,769;339,769;341,769;343,769;344,770;345,770;346,770;347,770;348,770;349,770;350,770;351,770;352,770;353,770;354,770;355,770;356,770;357,770;359,770;360,770;361,770;364,771;365,771;366,771;367,771;368,771;371,771;373,771;375,771;376,771;378,772;380,772;382,772;383,772;384,772;386,773;388,773;390,774;393,774;399,775;407,777;418,781;430,784;444,786;456,788;467,791;475,792;480,792;482,792;483,792;483,789;483,786;483,784;483,780;483,772;483,763;482,752;480,740;476,728;473,717;469,707;462,697;456,688;449,681;443,675;437,670;430,666;421,662;412,660;400,659;386,658;373,658;360,658;349,659;341,662;334,665;328,668;327,669;326,670;326,671;
Stroma; POLYGON; 128, 128, 128; 388,772;390,774;391,775;392,776;394,778;395,779;396,779;397,780;398,781;398,782;399,782;401,784;402,784;402,785;402,786;402,788;403,788;403,790;403,791;403,794;403,796;403,797;403,799;403,800;403,801;403,802;403,803;403,804;403,805;403,806;403,807;403,809;403,811;403,812;402,814;402,815;402,817;401,817;401,818;400,819;400,821;400,822;400,824;400,827;400,831;400,832;400,835;401,838;403,840;404,842;405,842;405,843;406,844;407,845;409,846;409,847;411,848;412,848;413,849;414,850;415,851;417,853;420,857;423,858;427,861;431,863;433,864;438,866;444,869;449,871;454,873;458,875;462,876;465,878;470,881;476,885;483,888;491,891;500,894;508,896;515,898;522,899;527,899;533,899;538,900;544,901;551,902;558,903;564,904;570,905;577,906;583,907;588,907;592,907;596,907;600,907;605,908;610,909;617,910;624,910;631,911;638,912;643,912;649,912;653,912;656,912;660,913;664,914;670,915;676,916;681,917;687,918;692,919;697,919;701,919;702,919;704,919;707,919;710,919;714,919;718,919;722,919;726,919;727,919;728,919;730,919;733,918;737,916;742,913;746,912;750,908;752,905;753,901;753,897;755,893;755,891;756,887;758,884;761,879;764,876;767,871;769,867;771,863;772,861;773,857;773,854;773,851;773,847;773,841;773,836;773,831;773,824;773,818;773,813;773,808;771,801;767,792;762,784;754,774;745,762;734,750;721,737;711,727;702,718;695,711;687,703;681,697;674,689;665,682;655,674;642,666;623,654;602,642;578,629;555,617;534,608;515,601;498,596;484,593;472,589;460,587;448,585;437,583;425,580;412,578;398,577;385,576;372,576;360,577;350,580;342,585;334,590;329,595;325,599;321,606;
Stroma; POLYGON; 128, 128, 128; 398,800;397,800;396,800;395,800;395,801;393,802;392,803;392,804;391,804;388,804;388,805;387,806;387,807;385,807;384,807;382,807;381,807;380,807;379,807;377,807;376,807;375,807;374,807;373,807;372,807;370,806;368,806;364,804;362,803;360,802;359,802;358,802;357,801;356,801;355,800;354,799;352,799;351,799;350,799;349,798;348,798;347,797;346,797;345,797;344,797;343,796;341,796;339,794;337,794;335,792;333,791;332,790;331,789;331,787;329,786;329,785;328,783;327,783;326,781;325,779;324,778;322,777;321,776;321,775;319,775;317,775;314,776;313,776;313,777;311,777;309,779;305,782;304,783;303,783;302,785;302,786;302,789;302,791;302,793;302,795;302,796;300,797;300,798;300,799;299,801;299,803;299,804;299,805;299,808;299,810;299,812;299,814;299,815;299,816;299,817;299,819;299,820;299,821;299,822;299,824;299,825;299,826;299,827;300,827;301,828;304,829;308,829;313,830;314,830;316,831;318,832;320,832;321,833;322,833;322,834;323,834;326,837;329,838;332,840;334,840;336,841;337,841;339,841;339,842;340,843;341,844;341,845;341,846;343,847;345,849;346,849;347,850;349,852;349,853;350,854;350,855;351,857;352,857;354,858;356,859;359,863;360,865;361,866;363,868;365,871;370,874;373,878;375,879;376,880;378,881;379,883;380,883;382,884;383,885;386,888;389,890;391,893;396,894;397,895;400,897;404,898;407,898;409,899;413,900;416,901;419,901;422,902;427,904;429,905;432,905;436,905;439,906;444,907;446,908;447,908;451,908;453,908;455,910;458,911;461,911;465,912;469,913;475,915;481,916;486,917;492,918;498,919;502,920;506,921;510,921;513,921;516,921;521,921;525,922;529,922;532,922;536,922;537,922;539,922;540,922;541,922;543,922;546,921;549,921;553,921;557,920;561,920;563,920;565,920;567,918;568,918;570,916;571,915;573,912;574,909;575,908;577,904;579,900;580,898;580,896;581,893;581,890;581,887;581,883;581,879;581,875;581,871;581,866;580,861;580,856;578,852;575,846;572,841;568,837;565,833;563,832;559,830;555,827;552,826;549,825;546,823;541,820;537,819;532,817;528,815;524,813;522,813;519,813;515,812;510,811;506,809;501,807;498,806;497,806;495,806;494,806;493,806;492,806;491,806;490,805;489,805;487,805;483,805;481,805;477,804;475,804;471,802;465,800;458,799;450,797;441,795;435,794;429,793;428,793;427,793;426,793;424,793;423,793;422,793;421,793;420,793;419,793;418,793;417,793;416,793;415,793;414,793;413,793;412,793;411,793;410,793;408,793;407,793;406,793;405,793;404,793;403,793;402,793;401,794;400,795;399,796;398,796;396,797;395,797;395,798;395,799;394,800;393,801;392,801;391,803;391,806;391,808;391,810;391,812;391,813;391,814;390,815;
Stroma; POLYGON; 128, 128, 128; 348,835;347,835;346,835;345,835;344,835;343,835;342,835;340,835;338,835;335,835;331,835;328,835;324,835;320,835;316,835;312,836;310,836;308,836;307,836;304,836;302,836;300,836;299,836;298,836;297,836;295,836;294,836;291,836;289,836;288,836;286,836;284,838;282,839;280,840;279,840;277,842;276,843;275,844;273,846;270,846;267,847;265,848;263,850;263,851;262,851;261,851;259,851;256,851;253,851;249,851;247,851;243,851;238,851;235,850;231,849;229,848;226,847;223,845;218,842;214,839;209,838;206,838;206,837;204,836;204,835;202,834;201,833;200,832;199,831;195,830;193,829;190,827;188,826;186,825;184,825;184,824;184,823;183,823;182,822;181,821;179,821;178,820;177,819;176,818;174,817;174,815;174,814;173,814;172,813;171,812;170,810;170,808;169,807;169,806;168,805;168,804;168,803;167,802;166,801;163,798;161,796;158,796;158,795;156,795;155,794;154,794;154,793;153,792;151,792;150,791;148,791;147,791;146,790;145,790;144,790;143,790;142,790;140,790;137,790;136,790;134,790;132,790;130,790;128,790;125,790;121,791;119,791;116,791;115,791;112,791;111,791;110,791;108,791;106,791;105,791;102,791;100,791;98,791;96,791;93,791;89,791;85,791;84,791;81,791;79,791;76,791;74,791;73,793;71,794;69,795;68,796;65,797;64,798;63,799;61,800;60,800;58,800;57,800;56,800;54,800;53,800;52,799;51,798;49,797;48,795;46,795;46,793;46,791;46,790;45,788;45,785;45,782;44,780;44,777;44,776;44,773;44,772;44,770;44,767;44,766;45,762;46,759;46,756;47,753;48,752;50,750;51,748;54,746;57,745;62,743;66,742;68,742;71,742;74,741;78,740;84,739;89,738;95,737;100,736;106,736;111,736;115,736;120,736;124,736;129,736;136,736;144,737;152,738;160,739;169,741;176,742;181,743;187,744;192,746;197,747;201,748;203,749;204,749;206,751;209,753;213,756;217,757;222,758;225,761;229,761;232,762;234,762;236,763;237,764;239,765;242,768;246,773;251,778;254,779;256,781;261,782;264,783;268,784;269,785;270,785;271,786;273,787;275,789;277,791;279,792;283,794;287,796;292,798;296,800;297,800;298,801;300,803;302,804;306,806;310,807;314,810;316,811;319,811;320,811;321,812;322,812;323,813;323,814;324,814;325,816;326,816;327,817;328,818;330,819;331,819;333,820;334,821;336,822;338,823;340,824;342,824;342,825;343,825;344,825;344,826;346,827;347,828;348,828;
