Vein; POLYGON; 63, 72, 204; 100,147;102,147;103,147;105,147;107,147;110,147;113,147;116,147;119,147;120,147;122,147;123,147;125,147;126,147;127,147;128,147;129,147;130,147;132,147;133,147;134,147;136,146;138,145;140,144;142,144;143,144;145,143;148,142;151,142;152,141;154,140;155,140;157,140;158,140;159,138;160,137;161,137;162,137;163,136;164,136;165,135;166,135;168,135;169,133;170,132;170,131;171,131;172,130;173,129;175,129;176,129;178,129;180,128;181,127;182,126;183,125;184,124;184,123;186,122;187,122;189,122;190,122;193,122;194,122;196,122;197,122;198,122;199,121;200,120;201,119;202,119;205,118;206,118;207,118;209,118;211,118;212,118;214,118;217,117;218,116;219,115;220,115;223,115;224,115;227,115;229,115;230,113;232,113;233,113;234,112;235,112;237,112;239,112;241,112;244,112;246,112;248,112;249,112;251,111;252,110;253,110;253,109;254,108;254,107;255,107;256,107;257,107;258,107;260,107;262,107;263,107;264,105;265,105;265,104;265,103;266,103;267,102;267,101;268,101;268,100;268,99;269,98;270,98;271,97;271,96;271,95;273,94;274,93;275,93;277,92;278,92;278,91;280,91;280,90;281,89;283,89;283,88;284,88;286,88;287,87;288,87;289,86;291,85;291,84;292,84;293,84;294,83;296,83;297,82;299,82;300,81;301,81;302,80;302,79;304,79;305,79;306,79;307,79;309,78;310,78;312,78;313,78;314,77;316,77;318,77;321,77;325,77;327,77;329,77;331,77;333,77;334,77;335,77;337,77;338,77;339,77;341,77;342,77;343,77;344,77;345,77;346,77;348,77;349,77;350,77;351,77;352,77;353,77;354,77;356,77;357,77;358,77;359,77;360,77;362,77;363,77;365,77;366,77;367,77;369,76;371,76;372,75;373,75;373,74;374,74;375,74;376,74;378,74;380,74;380,73;382,73;383,73;384,73;385,73;387,72;388,72;389,71;391,71;392,71;393,71;394,71;395,71;396,71;398,70;399,70;400,68;401,68;403,68;404,68;406,68;407,67;409,67;412,67;413,67;414,66;415,66;416,66;418,65;420,65;422,65;423,65;424,64;425,63;425,62;426,61;428,61;428,59;428,58;428,57;428,55;428,54;428,53;428,52;427,50;427,49;426,48;425,47;423,47;422,47;420,46;418,46;416,45;414,44;413,44;412,44;411,44;410,44;409,44;407,44;405,44;403,44;401,44;399,44;398,44;397,44;394,44;392,44;390,44;389,44;387,44;385,44;384,44;383,44;381,44;380,44;378,44;376,44;374,44;373,44;370,44;368,44;367,44;366,44;364,44;363,44;362,44;360,44;358,44;356,44;355,44;352,44;351,44;350,44;348,44;347,44;345,44;344,44;343,45;341,45;339,45;338,45;336,45;335,45;334,45;332,45;330,45;329,45;327,46;324,46;323,46;320,46;319,46;317,46;316,46;315,46;314,46;313,46;312,47;311,47;310,47;309,48;307,48;305,48;301,48;300,48;298,48;297,48;296,49;295,49;293,49;292,49;291,49;290,49;289,50;287,50;284,51;282,51;279,51;277,51;276,52;275,52;274,53;273,53;272,53;271,54;269,54;268,54;266,55;264,55;262,56;259,56;257,57;254,57;252,58;251,58;250,58;248,58;247,58;245,59;241,59;240,60;239,60;238,60;236,60;235,60;233,62;230,62;229,62;227,63;225,63;223,65;221,65;220,65;219,66;217,66;215,66;213,66;211,67;209,68;208,68;208,69;206,69;205,69;204,69;203,69;202,69;201,69;199,69;199,70;198,70;197,70;196,70;195,71;193,71;192,71;190,71;189,71;188,71;187,71;186,71;185,71;184,71;183,71;183,72;182,72;180,72;178,74;177,74;175,74;174,75;172,75;171,75;169,76;168,76;167,77;166,77;165,78;164,78;162,79;161,79;160,80;159,80;157,81;156,82;155,82;154,82;153,82;152,83;151,83;149,83;148,84;147,84;146,84;145,86;144,86;143,87;142,88;141,88;140,89;139,90;136,90;135,90;134,91;133,91;132,93;131,93;129,94;128,95;127,95;125,95;124,95;123,96;122,96;121,97;120,97;119,99;118,99;117,99;115,101;114,101;112,101;111,102;110,103;109,104;108,104;108,105;107,106;106,107;105,107;104,107;102,108;101,108;99,108;99,109;98,109;97,110;95,110;94,111;93,111;92,111;90,112;88,112;87,112;85,113;84,113;83,113;82,113;81,113;80,113;79,113;78,113;77,113;77,114;76,114;75,115;74,115;73,115;72,115;71,116;71,117;70,118;69,118;68,119;67,120;67,121;67,122;67,123;67,124;67,125;67,126;67,127;67,128;67,129;67,130;67,131;67,132;68,133;69,133;71,135;74,136;75,138;76,138;77,138;77,139;79,139;80,139;81,140;82,140;84,140;85,141;86,141;87,141;88,141;89,141;90,141;91,141;92,141;93,141;94,141;95,141;97,141;98,141;99,141;100,141;101,141;102,141;103,141;104,141;104,142;106,143;107,143;108,144;109,144;110,144;111,144;113,145;114,145;116,147;117,148;120,149;123,151;126,151;128,151;129,151;
Stroma, ICG; POLYGON; 255, 255, 255; 321,512;319,512;318,512;317,512;316,512;313,512;311,512;307,512;305,512;302,513;300,514;297,514;295,515;292,515;289,515;284,516;280,517;278,518;278,519;278,520;277,520;277,522;277,526;277,528;277,529;277,533;277,535;277,537;277,541;278,543;280,546;282,547;286,548;289,549;290,549;294,549;297,549;299,549;303,549;310,549;317,549;322,549;328,549;332,548;336,545;339,542;341,540;343,537;344,534;345,531;345,530;345,527;345,524;345,523;345,522;345,519;345,518;344,517;341,515;338,514;334,511;332,511;330,510;328,510;327,509;326,509;324,509;323,509;322,509;321,509;320,509;318,509;316,511;314,511;311,514;310,515;309,516;309,517;
Stroma, ICG; POLYGON; 255, 255, 255; 684,389;685,388;686,388;688,387;689,387;690,387;692,387;696,387;698,387;700,387;703,387;706,387;708,387;711,387;713,387;714,387;715,387;716,387;718,387;720,386;722,385;722,384;723,384;724,383;724,382;724,381;725,381;725,380;726,380;727,379;727,377;727,376;727,375;727,374;727,373;727,372;728,370;728,369;728,368;728,365;728,364;727,364;725,363;725,362;724,362;723,362;722,360;721,360;717,359;714,358;712,357;711,357;710,357;708,357;707,357;705,357;704,357;703,357;702,357;702,359;701,360;701,361;701,362;699,362;697,364;696,364;696,365;696,366;695,366;695,367;694,367;693,368;692,368;692,369;691,369;690,369;689,369;688,369;687,369;686,369;685,369;684,369;683,369;682,368;682,366;682,365;682,364;682,362;682,360;682,359;682,358;682,355;682,354;682,352;684,352;685,350;686,348;687,347;688,346;689,345;690,344;691,343;693,341;694,338;695,338;695,337;698,334;699,333;699,332;700,331;701,330;702,330;703,328;704,328;704,327;705,327;705,326;706,325;707,325;708,324;709,324;709,322;709,321;709,320;709,319;709,318;709,317;709,316;709,315;709,314;709,313;709,312;709,311;709,310;709,308;709,307;709,306;709,305;709,303;709,302;709,301;709,299;709,298;709,296;709,295;710,294;711,293;712,292;713,292;714,292;715,292;716,292;717,292;718,291;718,290;720,290;721,290;723,290;727,290;729,290;733,290;735,290;736,290;738,290;739,290;741,290;742,290;744,290;745,290;748,290;750,290;752,291;754,292;756,292;758,292;760,292;761,292;763,293;765,293;766,293;769,294;770,294;771,294;773,294;776,295;778,296;780,297;783,298;787,299;791,300;793,300;795,303;798,303;802,305;806,307;809,307;811,308;813,310;814,310;817,312;819,312;820,313;821,313;823,314;823,315;824,315;826,315;827,315;828,317;830,317;832,317;833,317;834,318;835,318;836,319;837,319;838,319;839,319;840,319;840,320;841,320;842,320;843,321;843,323;843,324;844,325;845,327;846,328;846,331;846,332;846,334;846,335;846,336;847,337;847,338;847,340;847,341;847,342;847,343;847,344;846,344;844,346;843,347;841,347;840,347;839,347;838,347;836,347;835,347;833,347;832,347;830,347;829,347;826,347;825,347;823,347;822,347;821,347;819,347;816,346;814,346;813,346;812,346;811,346;810,346;807,346;806,346;803,346;802,346;801,346;800,346;799,346;796,346;794,346;793,346;791,346;790,346;789,346;788,346;787,346;786,346;785,346;784,346;781,346;779,346;778,346;777,346;776,346;775,346;773,347;772,347;771,349;770,349;769,350;768,350;766,353;766,354;766,355;766,356;766,357;766,358;766,360;766,361;766,362;766,363;766,364;766,365;766,366;767,367;767,368;768,369;768,370;768,372;768,373;768,374;769,375;769,376;769,377;769,378;769,379;769,380;769,382;769,383;769,384;769,385;769,386;769,387;768,388;768,389;767,389;766,389;762,389;760,391;758,391;757,392;756,392;755,393;753,394;752,395;750,395;749,395;748,396;747,397;745,397;744,397;743,397;742,397;742,398;741,398;740,398;739,398;739,399;738,399;737,399;736,399;734,399;733,399;732,399;731,399;729,399;728,399;727,399;726,399;725,399;724,399;722,399;722,398;721,398;720,397;719,396;718,396;717,395;717,393;716,393;715,393;714,392;713,392;713,391;712,391;711,391;710,391;709,390;706,390;705,390;703,388;702,388;701,388;700,388;698,388;697,388;695,388;694,388;693,388;692,388;691,388;690,388;688,388;687,388;686,388;685,388;
Stroma, ICG; POLYGON; 255, 255, 255; 703,386;702,386;701,386;700,386;699,386;698,386;697,386;696,388;695,388;694,388;694,389;693,389;691,389;690,390;689,390;688,390;688,391;687,391;686,391;685,393;684,393;683,393;681,394;681,395;680,396;680,397;679,398;678,400;678,401;678,402;678,403;678,405;678,406;678,408;679,410;681,410;684,410;687,410;689,411;691,411;692,411;694,411;696,411;698,411;699,411;700,411;701,410;702,409;703,407;704,406;705,405;706,404;707,403;708,402;709,401;710,401;710,400;711,398;712,395;712,394;712,393;712,392;711,391;710,391;709,390;706,389;705,388;704,388;704,387;703,387;702,387;702,386;
Stroma, ICG; POLYGON; 255, 255, 255; 721,279;720,279;719,279;717,279;716,279;715,279;712,279;710,279;709,279;708,279;706,279;705,279;704,279;702,279;700,279;699,280;699,281;698,282;697,284;696,287;695,287;694,289;694,291;694,294;694,297;693,299;693,300;692,301;692,302;692,303;692,304;692,306;692,307;692,308;693,312;694,312;698,315;702,317;705,320;708,321;710,322;712,322;714,322;717,323;718,323;720,323;723,323;724,323;727,323;728,323;730,323;733,323;734,322;736,320;738,318;739,317;739,315;740,311;741,307;741,305;741,302;742,299;742,295;742,294;742,292;742,289;742,286;739,282;734,280;731,278;727,277;722,275;716,274;715,274;
Stroma, ICG; POLYGON; 255, 255, 255; 869,321;866,321;865,321;862,321;860,321;859,321;858,321;857,322;856,322;853,323;851,324;849,324;847,325;846,325;843,326;842,327;841,327;840,329;839,329;838,330;836,332;836,333;836,334;836,335;836,336;836,337;836,338;836,339;836,340;836,341;836,344;836,346;839,347;840,348;843,350;845,351;846,352;848,353;850,353;853,353;855,353;857,354;860,354;865,355;868,355;869,355;870,355;871,355;872,355;873,355;874,355;876,355;877,355;880,355;881,355;883,354;884,353;886,351;888,350;889,349;890,348;891,347;892,347;892,346;892,345;892,344;892,343;892,342;892,338;892,337;892,335;891,331;888,327;886,326;884,323;883,322;881,320;880,320;877,319;875,318;872,317;869,316;866,315;863,314;861,314;858,314;855,314;854,314;850,313;849,313;846,313;845,313;
Stroma, ICG; POLYGON; 255, 255, 255; 727,383;726,383;724,383;723,383;721,383;719,383;719,384;718,385;717,385;716,386;714,388;713,390;712,390;710,391;708,392;706,393;705,394;704,394;703,396;702,397;698,398;697,398;696,398;693,399;692,400;691,400;690,403;690,404;690,405;690,406;690,409;690,410;690,411;692,411;693,411;696,411;698,412;701,413;703,413;705,413;706,413;708,413;709,413;711,413;713,413;714,412;716,412;718,411;721,411;722,408;723,408;725,406;726,406;726,405;726,404;727,403;728,401;728,400;728,399;729,398;729,396;729,394;729,393;729,391;729,390;729,388;732,386;732,385;732,384;732,383;732,382;732,381;731,381;730,381;
Stroma, ICG; POLYGON; 255, 255, 255; 804,621;803,621;801,621;799,621;797,621;795,621;793,621;792,621;790,621;789,621;787,621;785,621;784,621;781,619;780,618;779,616;778,616;777,615;776,614;774,612;773,612;773,611;772,611;771,610;769,608;769,607;768,606;768,605;768,604;768,603;768,601;768,600;767,598;766,596;766,595;765,594;764,593;764,592;763,591;763,589;760,589;758,589;756,589;755,589;754,589;753,589;752,589;751,589;750,589;749,589;748,589;747,589;746,589;745,589;743,589;742,589;741,589;739,589;738,588;737,588;736,588;735,588;733,588;731,588;730,588;728,587;726,587;725,587;723,587;722,587;721,587;721,586;720,586;719,586;718,586;718,587;717,588;717,590;717,592;717,593;717,594;716,595;716,596;716,597;716,598;716,599;716,601;716,602;716,603;716,605;716,606;716,607;715,608;714,609;714,610;713,610;713,612;713,614;712,615;711,616;709,617;708,617;707,618;706,618;705,619;704,619;703,620;702,621;701,621;700,621;700,623;699,625;699,627;698,628;698,630;698,631;696,632;696,633;696,634;696,636;696,637;697,638;697,639;698,639;699,639;700,639;701,639;702,639;705,639;707,639;709,639;710,640;711,640;712,640;713,640;714,640;715,640;716,640;717,640;718,640;719,640;720,640;722,640;723,640;724,639;725,638;726,638;726,636;726,635;727,635;727,634;728,634;729,634;730,634;730,633;731,633;732,632;733,632;734,631;735,631;737,631;739,631;742,631;743,631;744,631;745,631;746,631;747,631;748,631;749,631;752,631;755,631;756,631;758,631;759,631;760,631;761,631;762,631;764,631;766,632;767,632;768,632;770,633;772,633;774,635;776,635;778,636;780,637;780,638;781,639;781,641;781,642;781,644;781,645;781,646;781,647;781,648;781,650;781,651;781,652;781,654;781,655;781,656;781,657;781,658;781,659;781,661;781,662;781,663;781,665;781,667;781,668;782,669;783,671;784,671;785,671;787,671;788,671;789,671;790,671;791,671;792,671;793,671;795,670;796,668;798,666;799,664;800,664;800,663;801,661;801,660;801,659;801,657;801,654;801,652;802,651;802,650;802,649;802,648;802,647;802,645;802,644;802,642;802,641;802,640;802,639;802,638;802,637;802,636;802,635;802,634;802,633;802,632;802,631;802,630;802,629;802,627;802,626;802,624;802,622;802,621;802,620;802,619;
Stroma, ICG; POLYGON; 255, 255, 255; 717,614;716,613;716,612;716,611;715,610;714,608;713,607;712,605;711,604;711,603;711,602;711,601;711,600;711,599;710,597;709,597;709,596;709,594;708,593;708,592;708,591;707,591;706,590;705,589;704,588;703,587;703,586;702,585;701,585;700,584;699,584;698,584;697,583;696,583;696,582;695,582;694,581;693,580;691,580;689,580;687,580;685,580;684,580;683,580;682,580;681,580;680,580;678,580;678,581;677,582;677,583;677,584;677,586;677,587;677,588;677,590;677,591;677,592;677,593;677,594;677,596;677,597;677,598;678,600;679,600;680,602;680,603;681,603;681,604;681,606;681,607;681,608;681,609;681,610;681,611;681,612;681,613;680,614;678,616;677,616;676,617;675,618;674,618;673,618;672,618;671,618;669,617;667,616;664,614;663,614;662,613;661,613;660,610;659,609;658,608;657,607;655,606;654,606;654,604;653,603;652,603;652,602;651,602;651,601;651,600;650,599;650,598;649,597;649,595;649,594;649,592;648,592;648,591;648,590;648,589;648,588;648,586;648,585;648,584;646,583;646,582;644,581;643,580;643,579;641,579;640,579;639,579;637,578;636,578;635,578;634,578;631,578;630,577;629,577;628,577;626,577;625,577;624,577;623,576;622,576;621,576;620,576;619,575;618,575;617,575;616,575;616,574;614,572;613,572;612,572;611,571;611,570;609,569;608,569;608,568;607,567;607,566;607,565;607,564;607,563;607,562;607,561;607,560;607,558;606,557;606,556;606,553;606,552;606,550;606,549;606,547;606,546;606,545;606,544;606,543;606,542;606,541;607,540;608,539;609,538;609,537;610,536;611,535;612,534;612,533;612,532;613,531;614,530;614,529;614,527;615,527;616,525;617,525;617,524;618,524;619,523;620,523;620,522;621,521;622,520;623,519;623,517;623,516;624,516;624,515;626,515;626,514;627,513;627,512;628,511;630,511;631,510;633,510;634,510;636,510;637,510;638,509;640,509;642,509;644,509;645,509;646,509;647,509;649,511;650,511;652,512;653,513;653,515;655,516;656,518;657,519;658,520;659,520;659,521;660,522;660,524;661,524;662,525;663,527;663,529;664,530;664,531;667,536;672,541;675,544;679,546;683,549;684,549;686,551;687,552;688,552;688,553;690,554;692,554;696,556;698,556;700,557;700,558;702,558;703,559;704,559;706,561;707,561;707,562;707,563;707,565;707,567;707,569;707,571;707,573;707,574;707,576;707,577;707,579;707,580;707,582;707,583;708,584;708,585;708,587;708,588;708,589;709,589;709,590;709,591;710,591;710,592;711,593;712,594;713,594;714,595;714,596;714,598;714,599;714,600;714,601;714,602;714,603;714,604;714,605;715,606;
Stroma, ICG; POLYGON; 255, 255, 255; 716,580;715,580;714,580;713,580;712,580;711,580;710,580;708,580;707,580;706,580;705,580;704,580;704,581;703,582;703,583;703,584;703,585;703,586;703,587;703,588;703,589;703,590;703,591;703,592;703,593;703,595;703,596;704,597;705,598;706,598;707,599;708,599;709,599;710,599;711,600;712,601;713,602;714,602;715,602;715,603;716,604;717,604;718,604;719,604;719,605;720,605;721,605;722,605;724,605;724,602;724,601;724,600;724,598;724,597;724,595;724,594;724,593;724,592;724,591;724,588;724,586;723,585;722,583;720,580;719,580;717,577;717,576;716,576;716,575;715,575;
Stroma, ICG; POLYGON; 255, 255, 255; 664,514;663,514;662,514;661,512;660,512;658,512;657,512;655,512;654,512;653,512;652,511;651,510;650,510;649,510;649,509;647,509;646,509;646,508;645,507;645,506;644,505;643,504;643,503;643,502;643,501;643,500;643,499;643,498;643,496;643,495;643,494;643,493;642,492;642,489;642,488;642,487;642,486;641,485;641,484;641,483;640,482;640,481;640,480;639,480;639,479;639,478;639,477;639,476;639,475;639,474;639,473;639,471;639,470;640,469;640,468;641,468;642,466;643,465;644,465;645,465;646,465;647,465;648,465;649,464;650,464;652,464;653,464;654,464;655,464;656,464;657,464;658,464;659,464;660,464;661,464;662,464;664,464;664,465;665,465;666,466;667,466;669,468;670,468;672,469;673,470;674,472;675,473;676,474;677,474;677,475;677,476;678,476;678,477;680,479;680,480;680,481;680,482;680,483;680,484;680,485;680,486;680,487;680,488;680,490;680,491;680,492;680,493;680,494;680,495;680,496;681,497;682,498;683,498;684,498;685,498;686,498;687,498;688,498;690,498;691,498;691,497;693,497;694,497;695,497;696,496;697,496;697,495;698,494;699,493;700,491;700,490;701,490;701,489;702,488;702,487;703,485;704,485;704,483;704,482;705,480;706,479;706,478;706,476;707,475;707,473;707,471;707,470;708,469;708,466;708,465;708,464;708,463;708,460;708,459;708,458;708,457;708,456;708,455;708,454;708,453;706,452;706,451;704,450;703,449;701,448;700,447;699,447;698,447;698,446;696,446;695,446;694,446;692,445;690,445;689,445;688,445;687,444;686,444;685,444;684,444;682,444;681,444;680,443;679,443;678,443;677,443;676,442;675,441;674,440;673,440;672,439;670,439;669,439;669,438;668,438;667,438;666,437;665,437;665,436;664,435;662,434;661,434;661,433;659,433;658,432;657,432;656,431;655,431;655,430;654,429;653,429;653,428;653,427;652,427;652,426;650,424;649,424;648,424;647,424;646,424;645,424;644,425;643,426;643,428;643,429;643,430;643,431;643,432;643,433;643,434;643,435;643,436;643,437;643,438;643,439;643,440;643,441;643,442;643,443;643,444;642,445;641,446;640,446;639,446;637,446;636,446;635,446;634,446;633,446;632,446;631,447;629,447;628,447;626,447;625,447;624,447;623,447;622,447;620,447;619,447;618,447;617,447;616,447;616,446;615,445;614,445;614,443;613,442;613,441;612,440;612,439;611,439;611,438;609,437;608,437;607,437;607,436;606,436;605,436;604,436;603,436;602,436;601,436;600,436;598,436;597,437;596,437;595,439;594,440;594,441;593,441;592,443;591,444;591,445;591,447;591,448;590,449;590,451;589,452;589,453;589,454;589,456;589,457;589,459;589,460;589,461;589,464;589,465;589,467;589,468;589,470;589,471;589,472;589,473;589,476;589,477;589,479;590,482;590,483;590,484;591,485;591,486;592,487;592,490;593,490;593,491;593,492;593,493;593,494;593,495;594,496;594,497;596,499;597,501;597,502;598,504;598,505;599,505;599,506;600,508;601,510;602,510;602,511;604,513;605,514;608,515;610,517;612,518;614,520;616,520;617,520;619,520;621,521;623,521;625,522;626,522;628,523;630,524;633,524;634,524;635,524;636,524;637,524;638,524;639,524;642,524;644,524;646,524;647,524;648,524;649,524;650,524;651,524;654,524;655,523;656,522;656,521;657,521;657,520;658,519;658,518;659,517;660,516;660,515;661,515;662,515;664,514;666,514;
Stroma, ICG; POLYGON; 255, 255, 255; 653,432;652,432;651,432;650,432;649,431;648,431;647,431;646,431;645,431;644,431;643,431;642,431;641,431;640,431;638,431;637,431;636,431;635,431;634,431;633,431;632,431;631,431;630,431;628,431;627,431;626,431;625,431;624,431;622,431;622,432;621,433;621,434;621,435;620,436;619,436;619,437;619,438;619,439;618,440;618,441;618,442;618,443;618,444;617,445;615,446;615,447;614,447;613,447;612,447;611,447;610,447;609,447;608,447;607,447;606,447;605,447;604,447;603,447;602,447;602,446;601,445;601,444;601,443;600,443;600,442;600,441;599,439;599,438;598,437;598,436;598,435;598,434;598,433;598,432;597,431;597,430;597,428;597,427;597,426;597,425;597,424;597,423;597,422;597,421;597,420;598,420;599,420;600,420;601,420;602,419;604,419;605,419;607,419;608,419;610,419;611,419;613,419;614,419;615,419;616,419;617,419;617,418;618,418;618,417;619,417;619,416;620,415;620,414;620,413;621,413;621,412;621,410;621,409;621,408;622,407;622,406;623,405;624,405;625,405;626,405;627,405;628,405;629,405;630,405;631,405;632,405;633,405;634,405;635,405;637,406;638,406;639,407;640,407;641,407;643,408;644,408;645,408;646,408;647,410;649,411;650,411;650,412;650,413;651,415;651,416;651,417;652,418;652,419;652,420;652,421;652,422;652,423;652,425;652,426;652,427;652,429;652,431;652,432;652,434;
Stroma, ICG; POLYGON; 255, 255, 255; 686,494;685,494;684,494;683,494;682,494;681,495;679,495;678,496;677,497;675,497;675,498;674,498;674,499;673,500;672,501;671,501;670,501;668,501;667,501;666,501;665,501;664,501;663,501;662,501;661,501;659,501;658,501;657,501;656,501;655,500;654,498;653,498;653,497;653,496;652,495;651,495;650,495;650,494;650,493;650,492;650,491;649,491;649,490;649,489;649,488;649,487;649,486;649,484;649,483;649,482;649,481;649,480;649,479;649,477;649,476;650,474;650,473;650,472;651,471;652,471;652,470;653,470;654,469;654,468;654,467;655,467;656,466;657,466;657,465;657,464;656,463;655,462;653,461;652,461;651,461;650,461;649,461;648,461;647,461;646,461;645,461;644,461;643,461;641,461;640,461;639,461;638,461;637,461;635,461;635,462;633,463;632,464;631,465;630,465;629,467;628,469;628,470;628,471;628,472;627,473;627,476;627,477;627,478;627,480;627,481;627,482;627,483;627,484;627,485;627,486;627,487;627,488;627,489;627,490;627,491;627,494;627,495;627,496;628,496;628,497;628,498;629,499;629,500;629,501;630,502;631,503;632,503;632,506;633,507;634,509;635,510;636,512;637,513;638,513;638,514;639,514;639,515;640,515;641,515;644,518;645,518;646,518;647,519;648,519;650,519;651,519;654,520;655,520;657,520;658,520;659,520;660,520;661,520;662,520;664,520;666,520;667,520;668,520;669,520;670,520;671,520;671,519;672,518;674,517;675,516;676,515;678,514;679,513;679,512;680,511;681,511;682,510;683,509;684,508;685,507;685,506;685,505;685,504;685,503;685,502;685,500;685,499;685,498;685,497;685,496;685,495;685,494;685,493;685,492;
